order_id,client_id,service_id,gift_id,gift_cost,total_gifts,total_amount,fee,variable_cost,total_revenue,month,year,date
13106,504,2,15,163.02,64,10433,2086.6,5388,12519.6,12,2018,12-2018
13107,336,2,12,218.25,69,15059,3011.8,5260,18070.8,8,2018,8-2018
13108,186,3,11,295.18,44,12988,2597.6,5692,15585.6,11,2019,11-2019
13109,275,3,24,269.11,71,19107,3821.4,6161,22928.4,1,2019,1-2019
13110,234,2,20,270.64,70,18945,3789,6308,22734,3,2019,3-2019
13111,243,3,16,537.19,36,19339,3867.8,6359,23206.8,2,2019,2-2019
13112,186,2,25,259.31,61,15818,3163.6,4646,18981.6,5,2019,5-2019
13113,152,1,20,1083.63,16,17338,3467.6,5722,20805.6,4,2018,4-2018
13114,154,3,12,246.03,70,17222,3444.4,4340,20666.4,12,2018,12-2018
13115,243,2,24,490.78,37,18159,3631.8,5974,21790.8,9,2018,9-2018
13116,522,2,20,1053.29,14,14746,2949.2,6448,17695.2,5,2019,5-2019
13117,137,3,24,551.37,19,10476,2095.2,6767,12571.2,3,2019,3-2019
13118,239,1,19,674.1,21,14156,2831.2,6465,16987.2,7,2018,7-2018
13119,368,2,18,273,44,12012,2402.4,5397,14414.4,6,2019,6-2019
13120,471,1,23,245.43,79,19389,3877.8,5488,23266.8,7,2019,7-2019
13121,209,2,12,299.89,36,10796,2159.2,6733,12955.2,2,2019,2-2019
13122,325,3,24,244.83,60,14690,2938,4564,17628,9,2019,9-2019
13123,398,3,16,266.45,71,18918,3783.6,5279,22701.6,6,2019,6-2019
13124,460,2,18,294.69,49,14440,2888,6713,17328,2,2019,2-2019
13125,161,2,11,433.76,38,16483,3296.6,4726,19779.6,7,2019,7-2019
13126,249,1,20,520.26,34,17689,3537.8,5797,21226.8,5,2018,5-2018
13127,303,2,14,225.91,74,16717,3343.4,4884,20060.4,4,2019,4-2019
13128,304,1,12,221.48,46,10188,2037.6,6791,12225.6,10,2018,10-2018
13129,273,1,23,566.33,30,16990,3398,5589,20388,9,2019,9-2019
13130,447,3,11,164.56,66,10861,2172.2,4715,13033.2,9,2019,9-2019
13131,360,2,12,329.53,38,12522,2504.4,6152,15026.4,8,2018,8-2018
13132,531,3,12,576.78,32,18457,3691.4,5256,22148.4,7,2019,7-2019
13133,498,1,11,208.85,79,16499,3299.8,4466,19798.8,4,2018,4-2018
13134,277,2,26,215.9,78,16840,3368,4399,20208,2,2018,2-2018
13135,307,1,12,1631.17,12,19574,3914.8,5699,23488.8,5,2019,5-2019
13136,285,1,27,307.65,49,15075,3015,4756,18090,1,2018,1-2018
13137,484,3,19,696.8,25,17420,3484,6573,20904,5,2018,5-2018
13138,174,1,26,187.83,58,10894,2178.8,5362,13072.8,5,2019,5-2019
13139,279,2,27,243.08,72,17502,3500.4,6923,21002.4,11,2018,11-2018
13140,419,2,16,455.1,41,18659,3731.8,6671,22390.8,7,2019,7-2019
13141,212,3,19,432.95,38,16452,3290.4,4333,19742.4,1,2018,1-2018
13142,268,2,20,191.88,64,12280,2456,5267,14736,11,2019,11-2019
13143,361,2,25,246.3,77,18965,3793,4815,22758,9,2018,9-2018
13144,208,1,23,454.79,43,19556,3911.2,5380,23467.2,11,2018,11-2018
13145,203,1,22,634.38,16,10150,2030,4309,12180,6,2019,6-2019
13146,300,1,27,294.02,59,17347,3469.4,4369,20816.4,12,2018,12-2018
13147,240,2,12,274.54,50,13727,2745.4,5991,16472.4,5,2019,5-2019
13148,113,3,13,889.36,22,19566,3913.2,6961,23479.2,8,2019,8-2019
13149,239,2,18,291.98,41,11971,2394.2,5689,14365.2,11,2018,11-2018
13150,222,3,19,404.5,40,16180,3236,4228,19416,11,2019,11-2019
13151,415,1,15,697.62,21,14650,2930,4190,17580,2,2019,2-2019
13152,257,2,21,886.71,21,18621,3724.2,5028,22345.2,8,2018,8-2018
13153,178,3,22,451.32,34,15345,3069,6223,18414,11,2018,11-2018
13154,405,2,16,164.72,74,12189,2437.8,6044,14626.8,10,2018,10-2018
13155,143,3,25,206.77,56,11579,2315.8,5994,13894.8,12,2018,12-2018
13156,321,1,14,426.5,26,11089,2217.8,4177,13306.8,8,2019,8-2019
13157,128,2,21,337.32,38,12818,2563.6,6703,15381.6,2,2018,2-2018
13158,426,1,27,180.98,60,10859,2171.8,5627,13030.8,12,2018,12-2018
13159,313,1,23,583.21,33,19246,3849.2,6334,23095.2,10,2018,10-2018
13160,213,2,22,225.47,57,12852,2570.4,5399,15422.4,5,2019,5-2019
13161,183,2,17,334.27,48,16045,3209,5662,19254,7,2018,7-2018
13162,410,3,22,479.38,34,16299,3259.8,5469,19558.8,8,2019,8-2019
13163,523,1,14,547.52,33,18068,3613.6,4067,21681.6,8,2018,8-2018
13164,463,1,23,298.9,59,17635,3527,4667,21162,9,2019,9-2019
13165,365,1,25,279.53,57,15933,3186.6,5630,19119.6,9,2018,9-2018
13166,528,1,21,249.93,60,14996,2999.2,6455,17995.2,3,2019,3-2019
13167,250,3,19,455,43,19565,3913,6300,23478,12,2019,12-2019
13168,451,3,16,899.22,18,16186,3237.2,5278,19423.2,3,2019,3-2019
13169,129,2,18,215.1,69,14842,2968.4,6698,17810.4,9,2018,9-2018
13170,114,1,21,579.55,31,17966,3593.2,5268,21559.2,11,2019,11-2019
13171,111,1,24,252.82,78,19720,3944,4627,23664,11,2018,11-2018
13172,143,2,12,204.29,78,15935,3187,5625,19122,2,2019,2-2019
13173,170,2,17,363.44,43,15628,3125.6,4295,18753.6,5,2018,5-2018
13174,396,2,27,458.95,40,18358,3671.6,5028,22029.6,3,2018,3-2018
13175,487,1,14,451.38,26,11736,2347.2,5069,14083.2,11,2019,11-2019
13176,509,2,11,285,60,17100,3420,4188,20520,8,2018,8-2018
13177,439,2,16,927.77,13,12061,2412.2,5457,14473.2,10,2019,10-2019
13178,117,1,18,688.74,23,15841,3168.2,6518,19009.2,6,2018,6-2018
13179,234,1,26,237.09,54,12803,2560.6,4847,15363.6,5,2019,5-2019
13180,293,3,11,1491.36,11,16405,3281,4520,19686,9,2018,9-2018
13181,450,1,23,166.61,74,12329,2465.8,6914,14794.8,3,2018,3-2018
13182,247,2,22,241.87,53,12819,2563.8,6202,15382.8,7,2018,7-2018
13183,334,1,13,384.1,42,16132,3226.4,4957,19358.4,6,2018,6-2018
13184,295,2,21,666.1,29,19317,3863.4,5182,23180.4,5,2019,5-2019
13185,428,1,13,281.98,54,15227,3045.4,5911,18272.4,10,2018,10-2018
13186,311,1,12,357.39,36,12866,2573.2,4359,15439.2,11,2018,11-2018
13187,482,2,15,263.9,61,16098,3219.6,4963,19317.6,1,2018,1-2018
13188,227,2,12,203.09,69,14013,2802.6,4240,16815.6,7,2019,7-2019
13189,123,3,16,648,28,18144,3628.8,4377,21772.8,3,2019,3-2019
13190,452,3,25,164.79,66,10876,2175.2,5288,13051.2,7,2019,7-2019
13191,183,2,24,875.1,20,17502,3500.4,6611,21002.4,4,2018,4-2018
13192,131,2,14,235.69,62,14613,2922.6,6279,17535.6,8,2019,8-2019
13193,146,1,12,485.38,29,14076,2815.2,5319,16891.2,1,2019,1-2019
13194,159,1,17,498.89,38,18958,3791.6,6910,22749.6,2,2018,2-2018
13195,371,1,22,1587.42,12,19049,3809.8,4883,22858.8,7,2018,7-2018
13196,262,3,15,397.8,30,11934,2386.8,6011,14320.8,7,2018,7-2018
13197,124,3,26,349.18,44,15364,3072.8,4987,18436.8,10,2019,10-2019
13198,194,2,21,306.31,55,16847,3369.4,4357,20216.4,2,2019,2-2019
13199,275,2,27,315.85,39,12318,2463.6,6186,14781.6,4,2019,4-2019
13200,485,2,22,1149.53,17,19542,3908.4,6085,23450.4,3,2018,3-2018
13201,229,3,18,443.8,41,18196,3639.2,4188,21835.2,2,2019,2-2019
13202,355,3,27,337.37,38,12820,2564,6407,15384,8,2018,8-2018
13203,272,1,20,233.1,73,17016,3403.2,4423,20419.2,4,2018,4-2018
13204,239,2,19,1040.55,11,11446,2289.2,6798,13735.2,4,2018,4-2018
13205,360,3,16,1206.64,11,13273,2654.6,4287,15927.6,1,2019,1-2019
13206,431,3,16,362.02,42,15205,3041,4355,18246,10,2018,10-2018
13207,421,2,14,136.44,75,10233,2046.6,6074,12279.6,5,2018,5-2018
13208,122,2,20,261.93,44,11525,2305,4739,13830,8,2019,8-2019
13209,172,3,24,589.97,33,19469,3893.8,4485,23362.8,4,2018,4-2018
13210,363,2,18,221.25,67,14824,2964.8,4534,17788.8,11,2018,11-2018
13211,341,3,20,231.97,60,13918,2783.6,5335,16701.6,3,2019,3-2019
13212,254,3,11,163.75,64,10480,2096,5706,12576,8,2018,8-2018
13213,138,2,12,280.82,68,19096,3819.2,6086,22915.2,5,2018,5-2018
13214,231,3,21,1369.15,13,17799,3559.8,6057,21358.8,7,2018,7-2018
13215,247,1,24,300.41,44,13218,2643.6,6079,15861.6,12,2019,12-2019
13216,259,1,21,216.37,52,11251,2250.2,4173,13501.2,5,2018,5-2018
13217,492,3,20,166.52,77,12822,2564.4,4666,15386.4,10,2018,10-2018
13218,284,2,19,343.48,33,11335,2267,5372,13602,1,2019,1-2019
13219,389,3,21,335.58,53,17786,3557.2,6136,21343.2,4,2018,4-2018
13220,233,1,19,226.93,68,15431,3086.2,5713,18517.2,2,2019,2-2019
13221,381,1,27,340.41,56,19063,3812.6,5485,22875.6,11,2018,11-2018
13222,376,2,22,221.97,61,13540,2708,5673,16248,4,2018,4-2018
13223,379,2,20,256.3,69,17685,3537,4697,21222,9,2019,9-2019
13224,395,3,19,380.13,31,11784,2356.8,5273,14140.8,3,2019,3-2019
13225,363,3,18,279.57,56,15656,3131.2,6454,18787.2,12,2018,12-2018
13226,294,1,25,1019.17,12,12230,2446,6358,14676,7,2019,7-2019
13227,289,3,15,378.61,44,16659,3331.8,6782,19990.8,6,2018,6-2018
13228,448,2,21,213.01,68,14485,2897,4267,17382,7,2018,7-2018
13229,480,2,14,397.4,50,19870,3974,4510,23844,8,2018,8-2018
13230,326,3,16,244.62,63,15411,3082.2,6379,18493.2,5,2019,5-2019
13231,378,3,16,175.24,66,11566,2313.2,5262,13879.2,7,2019,7-2019
13232,152,3,20,240.02,43,10321,2064.2,6738,12385.2,1,2018,1-2018
13233,419,1,13,174.41,59,10290,2058,6653,12348,11,2018,11-2018
13234,194,2,14,242.99,73,17738,3547.6,4264,21285.6,11,2019,11-2019
13235,482,1,19,517.05,22,11375,2275,5194,13650,5,2018,5-2018
13236,460,3,14,196.62,61,11994,2398.8,4126,14392.8,3,2019,3-2019
13237,300,1,15,164.13,62,10176,2035.2,4460,12211.2,7,2019,7-2019
13238,344,3,18,282.95,62,17543,3508.6,6754,21051.6,6,2019,6-2019
13239,138,3,22,310.24,50,15512,3102.4,4207,18614.4,1,2019,1-2019
13240,373,2,17,628.48,23,14455,2891,4422,17346,8,2018,8-2018
13241,179,1,22,804.45,22,17698,3539.6,5469,21237.6,4,2018,4-2018
13242,322,1,20,277.53,40,11101,2220.2,5181,13321.2,11,2019,11-2019
13243,481,2,27,147.4,72,10613,2122.6,6096,12735.6,8,2019,8-2019
13244,271,1,12,1073.58,12,12883,2576.6,5611,15459.6,6,2019,6-2019
13245,184,3,16,236.89,45,10660,2132,6678,12792,3,2018,3-2018
13246,359,3,26,340.84,50,17042,3408.4,5926,20450.4,5,2018,5-2018
13247,131,1,20,436.92,36,15729,3145.8,4339,18874.8,3,2019,3-2019
13248,113,2,26,899.08,12,10789,2157.8,4000,12946.8,5,2018,5-2018
13249,208,3,24,564.74,23,12989,2597.8,5523,15586.8,5,2018,5-2018
13250,467,1,25,244.78,55,13463,2692.6,5394,16155.6,8,2019,8-2019
13251,434,2,16,1123.85,13,14610,2922,5623,17532,1,2019,1-2019
13252,319,1,12,599.55,33,19785,3957,6561,23742,8,2019,8-2019
13253,228,2,11,376.35,49,18441,3688.2,5473,22129.2,10,2019,10-2019
13254,200,1,15,349.62,39,13635,2727,5764,16362,1,2018,1-2018
13255,490,3,26,414.63,27,11195,2239,6239,13434,8,2019,8-2019
13256,478,3,16,209.25,65,13601,2720.2,4547,16321.2,2,2019,2-2019
13257,185,1,25,485.85,26,12632,2526.4,5297,15158.4,2,2018,2-2018
13258,156,2,11,513.91,23,11820,2364,5731,14184,1,2018,1-2018
13259,261,2,12,675.89,18,12166,2433.2,6736,14599.2,7,2019,7-2019
13260,311,3,13,832.87,15,12493,2498.6,4770,14991.6,4,2019,4-2019
13261,495,1,14,235.26,53,12469,2493.8,6268,14962.8,7,2019,7-2019
13262,346,3,27,887.29,14,12422,2484.4,5113,14906.4,7,2019,7-2019
13263,206,3,24,417.92,24,10030,2006,5087,12036,3,2019,3-2019
13264,145,3,17,378.57,30,11357,2271.4,5054,13628.4,12,2019,12-2019
13265,429,3,16,251.68,72,18121,3624.2,6638,21745.2,5,2018,5-2018
13266,303,2,14,202.86,72,14606,2921.2,5993,17527.2,7,2018,7-2018
13267,161,2,16,177.87,76,13518,2703.6,5129,16221.6,4,2019,4-2019
13268,273,2,14,400.4,43,17217,3443.4,5188,20660.4,3,2018,3-2018
13269,496,3,25,908.18,17,15439,3087.8,6999,18526.8,2,2019,2-2019
13270,270,3,21,307.47,43,13221,2644.2,4994,15865.2,12,2018,12-2018
13271,210,2,18,340.02,45,15301,3060.2,5093,18361.2,8,2019,8-2019
13272,249,2,21,324.27,45,14592,2918.4,6814,17510.4,7,2018,7-2018
13273,172,3,23,248.97,58,14440,2888,4129,17328,4,2018,4-2018
13274,336,1,21,413.25,32,13224,2644.8,5648,15868.8,3,2019,3-2019
13275,383,1,19,487.29,21,10233,2046.6,6765,12279.6,5,2019,5-2019
13276,435,1,23,199.65,72,14375,2875,4771,17250,1,2019,1-2019
13277,463,1,13,503.48,23,11580,2316,5396,13896,5,2019,5-2019
13278,241,2,13,293.13,53,15536,3107.2,4097,18643.2,12,2018,12-2018
13279,246,3,20,481.63,30,14449,2889.8,5422,17338.8,6,2018,6-2018
13280,115,3,23,167.76,79,13253,2650.6,5399,15903.6,1,2019,1-2019
13281,145,1,27,430.52,31,13346,2669.2,4367,16015.2,10,2018,10-2018
13282,479,1,14,272.97,69,18835,3767,6865,22602,11,2019,11-2019
13283,258,2,11,170.93,72,12307,2461.4,6765,14768.4,8,2019,8-2019
13284,386,1,11,545.75,24,13098,2619.6,4813,15717.6,12,2019,12-2019
13285,195,1,11,775.26,19,14730,2946,4616,17676,9,2018,9-2018
13286,296,1,23,377.78,46,17378,3475.6,5860,20853.6,2,2018,2-2018
13287,490,3,20,364.98,42,15329,3065.8,4708,18394.8,1,2019,1-2019
13288,251,3,23,457.98,41,18777,3755.4,4776,22532.4,8,2019,8-2019
13289,217,3,20,170.35,74,12606,2521.2,6647,15127.2,3,2018,3-2018
13290,351,1,19,278.43,60,16706,3341.2,5944,20047.2,11,2018,11-2018
13291,285,2,14,292.26,62,18120,3624,4594,21744,8,2019,8-2019
13292,433,1,26,298.86,56,16736,3347.2,6417,20083.2,10,2018,10-2018
13293,117,1,25,215.16,63,13555,2711,4060,16266,7,2018,7-2018
13294,156,1,15,325.78,49,15963,3192.6,5809,19155.6,8,2018,8-2018
13295,316,1,11,285.69,58,16570,3314,4878,19884,9,2018,9-2018
13296,394,2,16,296.76,55,16322,3264.4,4474,19586.4,7,2019,7-2019
13297,505,3,14,172.95,75,12971,2594.2,4797,15565.2,7,2018,7-2018
13298,197,2,20,350.86,50,17543,3508.6,6747,21051.6,6,2018,6-2018
13299,115,3,12,921.47,17,15665,3133,4177,18798,3,2018,3-2018
13300,124,2,21,151.7,69,10467,2093.4,5926,12560.4,1,2019,1-2019
13301,344,2,19,621.33,27,16776,3355.2,6251,20131.2,2,2018,2-2018
13302,505,2,19,721.07,14,10095,2019,6885,12114,12,2019,12-2019
13303,117,2,24,241.24,68,16404,3280.8,6351,19684.8,7,2018,7-2018
13304,190,3,18,296.5,46,13639,2727.8,4233,16366.8,7,2018,7-2018
13305,489,1,26,195.19,69,13468,2693.6,4068,16161.6,12,2018,12-2018
13306,121,2,16,604.05,20,12081,2416.2,6709,14497.2,9,2019,9-2019
13307,421,3,13,324.95,42,13648,2729.6,6387,16377.6,12,2018,12-2018
13308,240,1,19,216.1,71,15343,3068.6,4453,18411.6,7,2019,7-2019
13309,262,3,23,796.23,22,17517,3503.4,6566,21020.4,5,2019,5-2019
13310,172,3,15,1117.88,16,17886,3577.2,6727,21463.2,6,2019,6-2019
13311,289,2,18,400.91,44,17640,3528,6250,21168,7,2018,7-2018
13312,396,1,25,264.9,48,12715,2543,5130,15258,7,2019,7-2019
13313,333,2,21,328.86,37,12168,2433.6,4786,14601.6,11,2018,11-2018
13314,260,3,16,786.24,17,13366,2673.2,6880,16039.2,3,2019,3-2019
13315,252,2,16,598.64,25,14966,2993.2,6776,17959.2,11,2019,11-2019
13316,264,1,16,212.81,79,16812,3362.4,5190,20174.4,1,2019,1-2019
13317,328,2,11,188,67,12596,2519.2,6134,15115.2,1,2019,1-2019
13318,147,3,11,339.93,45,15297,3059.4,5309,18356.4,4,2019,4-2019
13319,318,1,19,214.88,72,15471,3094.2,6410,18565.2,9,2019,9-2019
13320,404,2,20,496.92,37,18386,3677.2,5324,22063.2,5,2019,5-2019
13321,210,2,16,137.08,78,10692,2138.4,5109,12830.4,1,2018,1-2018
13322,227,1,22,502.15,34,17073,3414.6,6059,20487.6,3,2019,3-2019
13323,377,1,17,328.25,56,18382,3676.4,6066,22058.4,7,2019,7-2019
13324,162,1,15,544.62,29,15794,3158.8,6008,18952.8,10,2019,10-2019
13325,180,3,24,314.54,54,16985,3397,4931,20382,7,2018,7-2018
13326,133,2,27,490.39,33,16183,3236.6,6180,19419.6,12,2018,12-2018
13327,491,1,14,269.57,74,19948,3989.6,4086,23937.6,6,2019,6-2019
13328,491,1,17,232.44,64,14876,2975.2,4101,17851.2,2,2018,2-2018
13329,146,2,13,530.29,34,18030,3606,4973,21636,4,2019,4-2019
13330,344,2,13,499.94,35,17498,3499.6,4528,20997.6,11,2018,11-2018
13331,430,2,15,629.18,22,13842,2768.4,4425,16610.4,12,2019,12-2019
13332,171,3,22,218.36,53,11573,2314.6,5809,13887.6,3,2018,3-2018
13333,226,1,27,774.65,17,13169,2633.8,5173,15802.8,4,2019,4-2019
13334,245,1,25,645.15,26,16774,3354.8,6258,20128.8,6,2019,6-2019
13335,359,1,18,413.59,46,19025,3805,4613,22830,4,2018,4-2018
13336,400,3,13,311.63,52,16205,3241,4023,19446,5,2019,5-2019
13337,403,2,23,471.62,42,19808,3961.6,4680,23769.6,3,2018,3-2018
13338,447,3,21,177.42,78,13839,2767.8,4007,16606.8,9,2018,9-2018
13339,358,3,16,234.02,55,12871,2574.2,5916,15445.2,4,2019,4-2019
13340,259,3,17,130.65,79,10321,2064.2,5177,12385.2,12,2019,12-2019
13341,382,1,13,249.18,60,14951,2990.2,5903,17941.2,8,2019,8-2019
13342,296,2,16,416.5,38,15827,3165.4,5066,18992.4,12,2018,12-2018
13343,238,2,14,346.62,29,10052,2010.4,5644,12062.4,6,2018,6-2018
13344,117,3,18,382.55,31,11859,2371.8,5344,14230.8,9,2018,9-2018
13345,268,2,12,214,56,11984,2396.8,4617,14380.8,12,2019,12-2019
13346,489,3,24,485.32,28,13589,2717.8,5891,16306.8,7,2019,7-2019
13347,301,1,23,593.16,31,18388,3677.6,4884,22065.6,8,2019,8-2019
13348,126,2,12,236.37,79,18673,3734.6,4827,22407.6,9,2018,9-2018
13349,190,3,24,571.34,29,16569,3313.8,5366,19882.8,8,2018,8-2018
13350,450,1,22,229.43,51,11701,2340.2,4260,14041.2,12,2018,12-2018
13351,295,1,19,730.04,27,19711,3942.2,6436,23653.2,5,2019,5-2019
13352,341,1,26,344.23,47,16179,3235.8,6262,19414.8,2,2019,2-2019
13353,328,1,21,954.6,15,14319,2863.8,4418,17182.8,12,2018,12-2018
13354,400,2,16,280.33,60,16820,3364,6367,20184,8,2018,8-2018
13355,149,2,23,343.08,49,16811,3362.2,4177,20173.2,5,2018,5-2018
13356,141,3,15,285.47,45,12846,2569.2,6306,15415.2,6,2018,6-2018
13357,298,3,11,507.34,38,19279,3855.8,6824,23134.8,2,2018,2-2018
13358,290,3,20,437.63,40,17505,3501,6328,21006,12,2018,12-2018
13359,165,1,26,766.33,15,11495,2299,5767,13794,3,2018,3-2018
13360,112,3,27,131.22,78,10235,2047,6513,12282,7,2019,7-2019
13361,213,2,20,549.63,30,16489,3297.8,5199,19786.8,3,2019,3-2019
13362,477,1,23,266.34,62,16513,3302.6,4254,19815.6,11,2019,11-2019
13363,471,3,22,569.14,35,19920,3984,5300,23904,9,2018,9-2018
13364,287,2,11,274.38,66,18109,3621.8,6966,21730.8,2,2018,2-2018
13365,253,2,22,342.17,36,12318,2463.6,6452,14781.6,1,2018,1-2018
13366,529,2,24,242.27,78,18897,3779.4,6615,22676.4,4,2019,4-2019
13367,348,3,21,576.58,31,17874,3574.8,6924,21448.8,5,2019,5-2019
13368,430,2,15,435.56,43,18729,3745.8,4583,22474.8,2,2018,2-2018
13369,232,2,18,627.71,28,17576,3515.2,5218,21091.2,9,2019,9-2019
13370,193,2,20,555.52,29,16110,3222,5088,19332,11,2018,11-2018
13371,181,3,14,224.52,46,10328,2065.6,4101,12393.6,12,2019,12-2019
13372,465,1,23,271.32,60,16279,3255.8,6758,19534.8,5,2019,5-2019
13373,195,3,18,962.19,16,15395,3079,6829,18474,1,2019,1-2019
13374,181,1,17,215.98,48,10367,2073.4,5855,12440.4,9,2019,9-2019
13375,349,3,18,148.26,80,11861,2372.2,5973,14233.2,7,2019,7-2019
13376,414,2,17,276.47,45,12441,2488.2,5939,14929.2,9,2018,9-2018
13377,172,1,23,480.29,41,19692,3938.4,4075,23630.4,2,2019,2-2019
13378,480,2,22,207.54,65,13490,2698,6187,16188,11,2018,11-2018
13379,200,1,26,342.54,48,16442,3288.4,5189,19730.4,3,2019,3-2019
13380,492,1,20,782.43,21,16431,3286.2,4133,19717.2,12,2019,12-2019
13381,125,1,25,460.15,39,17946,3589.2,6925,21535.2,6,2019,6-2019
13382,167,3,14,303.89,65,19753,3950.6,4159,23703.6,12,2018,12-2018
13383,290,1,18,252.33,51,12869,2573.8,4232,15442.8,11,2019,11-2019
13384,288,2,19,273.93,56,15340,3068,4307,18408,11,2018,11-2018
13385,306,1,25,769.42,24,18466,3693.2,6066,22159.2,10,2018,10-2018
13386,223,3,16,319.66,38,12147,2429.4,5191,14576.4,12,2019,12-2019
13387,492,2,13,268.64,50,13432,2686.4,4475,16118.4,10,2018,10-2018
13388,200,1,15,200.8,75,15060,3012,5906,18072,4,2018,4-2018
13389,128,3,23,184.67,57,10526,2105.2,6919,12631.2,2,2018,2-2018
13390,276,3,16,130.95,77,10083,2016.6,6060,12099.6,2,2018,2-2018
13391,525,1,13,253.82,76,19290,3858,4526,23148,3,2019,3-2019
13392,278,2,25,305.67,52,15895,3179,4450,19074,10,2018,10-2018
13393,396,3,17,254.74,46,11718,2343.6,6740,14061.6,5,2019,5-2019
13394,439,1,22,401.82,39,15671,3134.2,6331,18805.2,3,2019,3-2019
13395,149,2,26,307.14,50,15357,3071.4,4009,18428.4,8,2019,8-2019
13396,481,1,27,272.43,53,14439,2887.8,5432,17326.8,12,2019,12-2019
13397,265,3,22,435.33,40,17413,3482.6,4376,20895.6,10,2019,10-2019
13398,454,2,22,339.48,48,16295,3259,5152,19554,1,2018,1-2018
13399,510,1,20,235.15,62,14579,2915.8,4123,17494.8,1,2019,1-2019
13400,442,3,24,437.19,26,11367,2273.4,5394,13640.4,12,2018,12-2018
13401,493,1,18,207.36,67,13893,2778.6,4145,16671.6,7,2018,7-2018
13402,138,2,24,190.65,75,14299,2859.8,4640,17158.8,8,2019,8-2019
13403,528,2,24,186.26,66,12293,2458.6,4459,14751.6,8,2018,8-2018
13404,229,1,25,186.94,77,14394,2878.8,6737,17272.8,12,2018,12-2018
13405,169,2,13,385.83,48,18520,3704,6851,22224,3,2018,3-2018
13406,503,1,20,129.35,79,10219,2043.8,4208,12262.8,10,2018,10-2018
13407,317,3,12,1280.4,15,19206,3841.2,4478,23047.2,1,2018,1-2018
13408,192,3,26,223.91,76,17017,3403.4,5992,20420.4,3,2019,3-2019
13409,154,2,15,601.91,23,13844,2768.8,5439,16612.8,7,2019,7-2019
13410,289,2,14,184.09,65,11966,2393.2,6025,14359.2,5,2018,5-2018
13411,499,2,14,310.31,52,16136,3227.2,4838,19363.2,7,2019,7-2019
13412,122,3,18,665.56,25,16639,3327.8,5709,19966.8,7,2018,7-2018
13413,414,2,25,498.49,39,19441,3888.2,5810,23329.2,3,2019,3-2019
13414,318,3,11,240.31,70,16822,3364.4,5141,20186.4,12,2018,12-2018
13415,132,2,16,640.36,25,16009,3201.8,4124,19210.8,6,2018,6-2018
13416,445,3,12,373.43,35,13070,2614,5194,15684,5,2018,5-2018
13417,288,1,14,267.58,64,17125,3425,5397,20550,1,2019,1-2019
13418,320,2,13,263.09,67,17627,3525.4,6486,21152.4,10,2019,10-2019
13419,210,2,22,618.66,29,17941,3588.2,5629,21529.2,5,2018,5-2018
13420,198,1,13,1188.8,15,17832,3566.4,4944,21398.4,8,2019,8-2019
13421,210,2,23,333.8,51,17024,3404.8,6949,20428.8,10,2019,10-2019
13422,216,2,11,872.36,14,12213,2442.6,5480,14655.6,12,2018,12-2018
13423,299,1,24,280.52,67,18795,3759,4605,22554,5,2019,5-2019
13424,409,2,14,533.27,22,11732,2346.4,5737,14078.4,3,2018,3-2018
13425,484,1,12,280.95,39,10957,2191.4,5076,13148.4,12,2018,12-2018
13426,183,1,18,676,23,15548,3109.6,4525,18657.6,9,2018,9-2018
13427,335,2,19,456.32,37,16884,3376.8,6985,20260.8,7,2019,7-2019
13428,476,2,15,249.82,45,11242,2248.4,6467,13490.4,11,2019,11-2019
13429,248,3,26,426.02,41,17467,3493.4,6075,20960.4,5,2018,5-2018
13430,120,3,13,435.77,44,19174,3834.8,5573,23008.8,4,2018,4-2018
13431,185,3,13,549.21,24,13181,2636.2,6810,15817.2,2,2018,2-2018
13432,362,3,23,504.48,27,13621,2724.2,4010,16345.2,5,2019,5-2019
13433,223,1,26,342.59,49,16787,3357.4,4343,20144.4,2,2018,2-2018
13434,431,1,26,800.27,22,17606,3521.2,6909,21127.2,2,2019,2-2019
13435,157,3,23,805.4,20,16108,3221.6,4255,19329.6,8,2018,8-2018
13436,426,3,21,1108.18,17,18839,3767.8,6558,22606.8,12,2018,12-2018
13437,184,1,26,421.52,31,13067,2613.4,6718,15680.4,8,2019,8-2019
13438,522,1,20,234.86,64,15031,3006.2,6595,18037.2,9,2018,9-2018
13439,117,3,17,140.56,77,10823,2164.6,6572,12987.6,9,2019,9-2019
13440,334,2,26,240.34,80,19227,3845.4,6732,23072.4,6,2019,6-2019
13441,206,3,11,377.38,42,15850,3170,5118,19020,8,2019,8-2019
13442,292,1,12,955.5,14,13377,2675.4,6855,16052.4,4,2019,4-2019
13443,394,3,23,753.23,26,19584,3916.8,4083,23500.8,8,2018,8-2018
13444,228,2,13,355.9,50,17795,3559,6500,21354,4,2019,4-2019
13445,434,1,23,304.32,57,17346,3469.2,5638,20815.2,9,2018,9-2018
13446,190,2,26,361.17,35,12641,2528.2,5005,15169.2,5,2019,5-2019
13447,460,1,22,243.69,64,15596,3119.2,6888,18715.2,2,2019,2-2019
13448,150,1,23,859.41,17,14610,2922,6318,17532,5,2018,5-2018
13449,410,1,19,250.04,46,11502,2300.4,5948,13802.4,12,2018,12-2018
13450,474,3,21,356.91,32,11421,2284.2,6912,13705.2,1,2019,1-2019
13451,227,3,26,179.36,56,10044,2008.8,4032,12052.8,4,2019,4-2019
13452,446,2,21,482.98,40,19319,3863.8,6789,23182.8,12,2018,12-2018
